property_key,avm_estimate,captured_date,source_url,listing_visible
152AB733-85AB-E651-E063-4704A8C061D9,402451,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-83DD-E651-E063-4704A8C061D9,1031398,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E5A4-38BA-E063-4704A8C05A7C,515013,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-3046-9EB1-E063-4704A8C09D02,505480,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E5BF-38BA-E063-4704A8C05A7C,499994,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2F8A-9EB1-E063-4704A8C09D02,743148,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-316B-9EB1-E063-4704A8C09D02,682938,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0C0A-7CBE-E063-4804A8C06C96,361686,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E451-38BA-E063-4704A8C05A7C,210371,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0BD8-7CBE-E063-4804A8C06C96,495426,2026-06-19,PROXY:open-data-hedonic-OLS,false
402A3A66-AF69-A7DF-E063-4804A8C0B80D,533441,2026-06-19,PROXY:open-data-hedonic-OLS,false
402A3A66-AF8A-A7DF-E063-4804A8C0B80D,533441,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B385-86E8-E063-4804A8C0372B,361822,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B57A-86E8-E063-4804A8C0372B,884059,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2ED2-9EB1-E063-4704A8C09D02,547136,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D334-F410-E063-4804A8C0DFA6,474810,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0BC6-7CBE-E063-4804A8C06C96,1031297,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2EE0-9EB1-E063-4704A8C09D02,656554,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-3115-9EB1-E063-4704A8C09D02,393522,2026-06-19,PROXY:open-data-hedonic-OLS,false
1C3E72FD-D2C4-F410-E063-4804A8C0DFA6,465704,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-8392-E651-E063-4704A8C061D9,476451,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E3F0-38BA-E063-4704A8C05A7C,576236,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-332A-9EB1-E063-4704A8C09D02,553498,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-861E-E651-E063-4704A8C061D9,1983771,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2FE5-9EB1-E063-4704A8C09D02,731362,2026-06-19,PROXY:open-data-hedonic-OLS,false
1A0C5C63-0BBB-7CBE-E063-4804A8C06C96,598516,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-85FE-E651-E063-4704A8C061D9,813623,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B3C4-86E8-E063-4804A8C0372B,575788,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB733-82EF-E651-E063-4704A8C061D9,782883,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B43A-86E8-E063-4804A8C0372B,323144,2026-06-19,PROXY:open-data-hedonic-OLS,false
2859C1AB-847E-52B4-E063-4804A8C05948,1044590,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-EA73-38BA-E063-4704A8C05A7C,267830,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E63D-38BA-E063-4704A8C05A7C,787844,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF7-49A1-9EB1-E063-4704A8C09D02,690417,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-32FE-9EB1-E063-4704A8C09D02,1421072,2026-06-19,PROXY:open-data-hedonic-OLS,false
152AB734-6A88-E651-E063-4704A8C061D9,483856,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-355C-9EB1-E063-4704A8C09D02,460588,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E5C0-38BA-E063-4704A8C05A7C,659363,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2ECB-9EB1-E063-4704A8C09D02,616921,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2EBB-9EB1-E063-4704A8C09D02,697593,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B49B-86E8-E063-4804A8C0372B,506124,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B3C3-86E8-E063-4804A8C0372B,417625,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-3086-9EB1-E063-4704A8C09D02,515700,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-EA34-38BA-E063-4704A8C05A7C,729055,2026-06-19,PROXY:open-data-hedonic-OLS,false
1775CCF6-E406-38BA-E063-4704A8C05A7C,867984,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2F1A-9EB1-E063-4704A8C09D02,706146,2026-06-19,PROXY:open-data-hedonic-OLS,false
1EAE3DF6-2EE9-9EB1-E063-4704A8C09D02,496357,2026-06-19,PROXY:open-data-hedonic-OLS,false
2131FCF5-B7C5-86E8-E063-4804A8C0372B,478412,2026-06-19,PROXY:open-data-hedonic-OLS,false
